type,type,date,event_type,event_name,asset_id,is_equipment,location,staging_location_id,staging_location,.features[].properties.staging_location_coordinates[],base_location,base_location_id,.features[].properties.base_location_coordinates[],temp_base,fuelling_arrangement,standby_fuelling_arrangement,response,standby_response,incident_id,incident_name,jurisdiction,dispatch_id,dispatch_number,dispatch_time,dispatch_contact,dispatch_email,dispatch_phone,dispatch_alt_phone,dispatch_ctaf,dispatch_primary_role,service_period_id,is_pdd,agency_personnel_name,agency_personnel_phone,agency_personnel_role,notes,type,.features[].geometry.coordinates[]
,Feature,2022-07-26,AVAILABLE,Available,2085,false,Hokitika Airport,null,null,,Hokitika Airport,null,170.9857;-42.7142,false,ABD,null,25,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Call Fletcher Anderson - Flight Ops Manager for dispatch 027 212 3855	If unavailable call Sandra Anderson 027 212 3854	Configuration:	600L Drew Drop	,Point,170.9857;-42.7142
,Feature,2022-07-26,AVAILABLE,Available,2084,false,Hokitika Airport,null,null,,Hokitika Airport,null,170.9857;-42.7142,false,ABD,null,25,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Call Fletcher Anderson - Flight Ops Manager for dispatch 027 212 3855	If unavailable call Sandra Anderson 027 212 3854	Configuration:	1000 L DEWDROP Collapsible with Foam	,Point,170.9857;-42.7142
,Feature,2022-07-26,AVAILABLE,Available,2083,false,Hokitika Airport,null,null,,Hokitika Airport,null,170.9857;-42.7142,false,ABD,null,25,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Call Fletcher Anderson - Flight Ops Manager for dispatch 027 212 3855	If unavailable call Sandra Anderson 027 212 3854	Configuration:	1200L Monsoon Collapsible with Foam	,Point,170.9857;-42.7142
,Feature,2022-07-26,AVAILABLE,Available,2082,false,561 Hanmer Springs Road,null,null,,561 Hanmer Springs Road,null,172.7927;-42.5677,false,ABD,null,20,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,172.7927;-42.5677
,Feature,2022-07-26,AVAILABLE,Available,681,false,419 Quia Road,null,null,,419 Quia Road,null,150.1825;-30.979,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Fire boss	,Point,150.1825;-30.979
,Feature,2022-07-26,AVAILABLE,Available,564,false,Australia By Air,null,null,,Australia By Air,null,150.9919;-33.9197,false,NA,null,90,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	3 Pax	,Point,150.9919;-33.9197
,Feature,2022-07-26,UNAVAILABLE,Unavailable,322,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,UNAVAILABLE,Unavailable,203,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,2092,false,4512 Mountain Road,null,null,,4512 Mountain Road,null,174.3031;-39.4091,false,ABD,null,25,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	After Hours 60m Call out	Configuration:	Water Bucket 1500ltr	,Point,174.3031;-39.4091
,Feature,2022-07-26,UNAVAILABLE,Unavailable,2091,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,2090,false,4512 Mountain Road,null,null,,4512 Mountain Road,null,174.3031;-39.4091,false,ABD,null,25,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	After Hours 60m callout	Configuration:	Water Bucket 1500ltr	,Point,174.3031;-39.4091
,Feature,2022-07-26,AVAILABLE,Available,1003,true,395 Beela Rd,null,null,,395 Beela Rd,null,149.863;-29.4061,false,NA,null,1440,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,149.863;-29.4061
,Feature,2022-07-26,AVAILABLE,Available,1002,true,395 Beela Rd,null,null,,395 Beela Rd,null,149.863;-29.4061,false,NA,null,1440,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,149.863;-29.4061
,Feature,2022-07-26,AVAILABLE,Available,2099,false,Ross Road	 Herbert	 New Zealand,null,null,,Ross Road	 Herbert	 New Zealand,null,170.7831;-45.2195,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,170.7831;-45.2195
,Feature,2022-07-26,AVAILABLE,Available,2098,false,Kennedy Road	 Herbert	 New Zealand,null,null,,Kennedy Road	 Herbert	 New Zealand,null,170.7645;-45.222,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,170.7645;-45.222
,Feature,2022-07-26,AVAILABLE,Available,1004,true,Ogden Place,null,null,,Ogden Place,null,146.9545;-36.0715,false,NA,null,1440,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,146.9545;-36.0715
,Feature,2022-07-26,AVAILABLE,Available,2097,false,Herbert,null,null,,Herbert,null,170.7865;-45.222,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,170.7865;-45.222
,Feature,2022-07-26,AVAILABLE,Available,2094,false,4512 Mountain Road,null,null,,4512 Mountain Road,null,174.3031;-39.4091,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Fire Bombing	,Point,174.3031;-39.4091
,Feature,2022-07-26,AVAILABLE,Available,691,false,Wagga Wagga Airport,null,null,,Wagga Wagga Airport,null,147.4619;-35.1591,false,ABD,null,75,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	pax	,Point,147.4619;-35.1591
,Feature,2022-07-26,AVAILABLE,Available,2093,false,4512 Mountain Road,null,null,,4512 Mountain Road,null,174.3028;-39.4091,false,ABD,null,25,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	After hours 60m call out	,Point,174.3028;-39.4091
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,450,false,Moorabbin Airport,null,null,,Moorabbin Airport,null,145.0973;-37.9767,false,BD,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,Unserviceable:	Vic airdesk unavailable aircraft	Configuration:	Available for all verified service roles	,Point,145.0973;-37.9767
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,573,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,694,false,Touchdown Helicopters,null,null,,Touchdown Helicopters,null,150.7903;-34.5594,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Incendiary Machine and Operator available	,Point,150.7903;-34.5594
,Feature,2022-07-26,AVAILABLE,Available,931,true,Rotor-Lift Aviation,null,null,,Rotor-Lift Aviation,null,147.5009;-42.8388,false,NA,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Bridging	 hot refuelling (overwing hose only)	,Point,147.5009;-42.8388
,Feature,2022-07-26,AVAILABLE,Available,574,false,Ballarat Airport,null,null,,Ballarat Airport,null,143.7917;-37.5117,false,BD,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,143.7917;-37.5117
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,332,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,932,true,Rotor-Lift Aviation,null,null,,Rotor-Lift Aviation,null,147.5009;-42.8388,false,NA,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Bridging	 hot refuelling (overwing hose only)	,Point,147.5009;-42.8388
,Feature,2022-07-26,AVAILABLE,Available,575,false,Ballarat Airport,null,null,,Ballarat Airport,null,143.7917;-37.5117,false,BD,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,143.7917;-37.5117
,Feature,2022-07-26,AVAILABLE,Available,213,false,Cessnock Airport,null,null,,Cessnock Airport,null,151.3428;-32.7814,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Winch Aircraft	 Crewman available	 Sling	 Transport	 re supply. 9000lt Fuel Truck	Configuration:	Winch Aircraft	 Crewman available	 Sling	 Transport	 re supply. 9000lt Fuel Truck	,Point,151.3428;-32.7814
,Feature,2022-07-26,LIMITED,Available (Limited),698,false,Esperance Airport,null,null,,Esperance Airport,null,121.8304;-33.6827,false,,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Fixed wing firebomber Type 4	,Point,121.8304;-33.6827
,Feature,2022-07-26,UNAVAILABLE,Unavailable,335,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,LIMITED,Available (Limited),339,false,Romsey,null,null,,Romsey,null,146.911;-35.9069,false,ABD,null,720,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Notice Required for  supply of pilot	Transport category’s NOT restricted	Configuration:	Longline operations Crew Transport	,Point,146.911;-35.9069
,Feature,2022-07-26,AVAILABLE,Available,818,true,Oamaru Airport,null,null,,Oamaru Airport,null,171.0811;-44.9686,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,171.0811;-44.9686
,Feature,2022-07-26,AVAILABLE,Available,219,false,Unnamed Road	 Mungindi NSW,null,null,,Unnamed Road	 Mungindi NSW,null,149.0519;-28.9661,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,149.0519;-28.9661
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,582,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,220,false,Meandarra,null,null,,Meandarra,null,149.8821;-27.3236,false,ABD,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,149.8821;-27.3236
,Feature,2022-07-26,UNAVAILABLE,Unavailable,583,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,221,false,Saint George,null,null,,Saint George,null,148.5816;-28.0385,false,BD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,148.5816;-28.0385
,Feature,2022-07-26,AVAILABLE,Available,463,false,Cambridge Aerodrome,null,null,,Cambridge Aerodrome,null,147.4762;-42.8262,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	For Training	Configuration:	Utility	,Point,147.4762;-42.8262
,Feature,2022-07-26,AVAILABLE,Available,100,false,Brisbane Airport,null,null,,Brisbane Airport,null,153.1153;-27.3941,false,,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Saab 340B Plus	 pressurised	 twin turbo-prop. The maximum passengers and payload for any tasking will be advised upon Corporate Air receiving your specific requirements.	Configuration:	30-34 passengers	,Point,153.1153;-27.3941
,Feature,2022-07-26,UNAVAILABLE,Unavailable,584,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,Unavailable:	15-minutes when pilot with aircraft on high fire (or flood) danger events/days. Max 90 minutes if pilot not with aircraft when called by RFS on other days.	,Point,
,Feature,2022-07-26,UNAVAILABLE,Unavailable,101,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,921,true,24 Kittyhawk Way,null,null,,24 Kittyhawk Way,null,176.1956;-37.6701,false,NA,null,35,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,176.1956;-37.6701
,Feature,2022-07-26,AVAILABLE,Available,800,true,E Ellesmere Road	 Halswell	 Christchurch	 New Zealand,null,null,,E Ellesmere Road	 Halswell	 Christchurch	 New Zealand,null,172.5429;-43.5985,false,NA,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Ute & fuel tanker	,Point,172.5429;-43.5985
,Feature,2022-07-26,AVAILABLE,Available,465,false,Cambridge Aerodrome,null,null,,Cambridge Aerodrome,null,147.4762;-42.8262,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Placed aircraft on ARENA for TFS refresher training purposes.	Configuration:	Utility	,Point,147.4762;-42.8262
,Feature,2022-07-26,AVAILABLE,Available,102,false,Canberra Airport,null,null,,Canberra Airport,null,149.1934;-35.3052,false,,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Saab 340B Plus	 pressurised	 twin turbo-prop. The maximum passengers and payload for any tasking will be advised upon Corporate Air receiving your specific requirements.	Configuration:	30-34 passengers	,Point,149.1934;-35.3052
,Feature,2022-07-26,UNAVAILABLE,Unavailable,587,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,103,false,Brisbane Airport,null,null,,Brisbane Airport,null,153.1153;-27.3941,false,,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Metro 23	 pressurised	 twin turbo-prop. The maximum passengers and payload for any tasking will be advised upon Corporate Air receiving your specific requirements.	Configuration:	16-19 passengers	,Point,153.1153;-27.3941
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,588,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,104,false,Brisbane Airport,null,null,,Brisbane Airport,null,153.1153;-27.3941,false,,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Metro 23	 pressurised	 twin turbo-prop. The maximum passengers and payload for any tasking will be advised upon Corporate Air receiving your specific requirements.	Configuration:	16-19 passengers	,Point,153.1153;-27.3941
,Feature,2022-07-26,AVAILABLE,Available,589,false,Armidale Regional Airport,null,null,,Armidale Regional Airport,null,151.615;-30.5321,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	2	000 litre trailer	OR	5	000 litre trailer	OR	18	500 litre tanker	OR	19	000 litre tanker	,Point,151.615;-30.5321
,Feature,2022-07-26,AVAILABLE,Available,106,false,Canberra Airport,null,null,,Canberra Airport,null,149.1934;-35.3052,false,ABD,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Saab 340B Plus	 pressurised	 twin turbo-prop. The maximum passengers and payload for any tasking will be advised upon Corporate Air receiving your specific requirements.	,Point,149.1934;-35.3052
,Feature,2022-07-26,AVAILABLE,Available,926,true,Helicopters Otago,null,null,,Helicopters Otago,null,170.3651;-45.8615,false,NA,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Tanker Truck	,Point,170.3651;-45.8615
,Feature,2022-07-26,AVAILABLE,Available,107,false,Canberra Airport,null,null,,Canberra Airport,null,149.1934;-35.3052,false,,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Cessna 441 Conquest	 pressurised	 twin turbo-prop. The maximum passengers and payload for any tasking will be advised upon Corporate Air receiving your specific requirements.	Configuration:	9 passengers	,Point,149.1934;-35.3052
,Feature,2022-07-26,AVAILABLE,Available,108,false,Brisbane Airport,null,null,,Brisbane Airport,null,153.1153;-27.3941,false,NA,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Cessna 441 Conquest	 pressurised	 turbo-prop twin. The maximum passengers and payload for any tasking will be advised upon Corporate Air receiving your specific requirements.	Configuration:	9 passengers	,Point,153.1153;-27.3941
,Feature,2022-07-26,AVAILABLE,Available,807,true,Glenorchy Airport,null,null,,Glenorchy Airport,null,168.3982;-44.8715,false,NA,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,168.3982;-44.8715
,Feature,2022-07-26,AVAILABLE,Available,473,false,Horn Island Airport,null,null,,Horn Island Airport,null,142.2946;-10.5911,false,ABD,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,142.2946;-10.5911
,Feature,2022-07-26,AVAILABLE,Available,110,false,Canberra Airport,null,null,,Canberra Airport,null,149.1934;-35.3052,false,,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Cessna 441 Conquest	 pressurised	 twin engine-turbo-prop. The maximum passengers and payload for any tasking will be advised on Corporate Air receiving tasking requirement.	Configuration:	9 passengers	,Point,149.1934;-35.3052
,Feature,2022-07-26,AVAILABLE,Available,474,false,Cairns Airport,null,null,,Cairns Airport,null,145.7499;-16.8778,false,ABD,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,145.7499;-16.8778
,Feature,2022-07-26,AVAILABLE,Available,111,false,Canberra Airport,null,null,,Canberra Airport,null,149.1934;-35.3052,false,,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Cessna 441 Conquest	 pressurised	 twin turbo-prop. The maximum passengers and payload for any tasking will be advised upon Corporate Air receiving your specific requirements.	Configuration:	9 passengers	,Point,149.1934;-35.3052
,Feature,2022-07-04,STANDBY,Standby,475,false,Batchelor Aerodrome,null,null,,Batchelor Aerodrome,395,131.0283;-13.0558,false,ABD,ABD,720,720,null,null,NT,null,,null,Duty Pilot,pete@xoaviation.com.au,+61419854448,,,null,5250,false,,,,,Point,131.0283;-13.0558
,Feature,2022-07-26,UNAVAILABLE,Unavailable,596,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,UNAVAILABLE,Unavailable,112,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,Unavailable:	Cessna 441 Conquest	 pressurised	 twin turbo-prop. The maximum passengers and payload for any tasking will be advised upon Corporate Air receiving your specific requirements.	,Point,
,Feature,2022-07-26,AVAILABLE,Available,234,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,834,true,Nelson Airport,null,null,,Nelson Airport,null,173.222;-41.2968,false,ABD,null,20,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,173.222;-41.2968
,Feature,2022-07-26,AVAILABLE,Available,837,true,561 Hanmer Springs Road,null,null,,561 Hanmer Springs Road,null,172.7927;-42.5677,false,ABD,null,20,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,172.7927;-42.5677
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,10,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,13,false,Camden,null,null,,Camden,null,150.6958;-34.0544,false,,null,1440,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Aircraft is configured for Spotting and Recco	,Point,150.6958;-34.0544
,Feature,2022-07-26,AVAILABLE,Available,15,false,Moorabbin Airport,null,null,,Moorabbin Airport,null,145.0947;-37.9761,false,BD,null,720,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	AAS	 Charter	,Point,145.0947;-37.9761
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,16,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,481,false,Avalon Airport,null,null,,Avalon Airport,null,144.4685;-38.0392,false,BD,null,720,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Firebombing	,Point,144.4685;-38.0392
,Feature,2022-07-26,AVAILABLE,Available,125,false,Canberra Airport,null,null,,Canberra Airport,null,149.1934;-35.3052,false,,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Cessna 404 Titan	 unpressurised	 piston twin. The maximum passengers and payload for any tasking will be advised upon Corporate Air receiving your specific requirements.	Configuration:	9 passengers	,Point,149.1934;-35.3052
,Feature,2022-07-26,UNAVAILABLE,Unavailable,126,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,Unavailable:	Cessna 404 Titan	 unpressurised	 psiton-twin	,Point,
,Feature,2022-07-26,AVAILABLE,Available,704,true,Taharua Road	 Taharua	 New Zealand,null,null,,Taharua Road	 Taharua	 New Zealand,null,176.2948;-38.9976,false,NA,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Remote fuel supply.	,Point,176.2948;-38.9976
,Feature,2022-07-26,UNAVAILABLE,Unavailable,127,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,Unavailable:	Cessna 404 Titan	 unpressurised	 piston twin. The maximum passengers and payload for any tasking will be advised upon Corporate Air receiving your specific requirements.	,Point,
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,705,true,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,826,true,Rangiora Airfield,null,null,,Rangiora Airfield,null,172.5403;-43.2889,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,172.5403;-43.2889
,Feature,2022-07-26,UNAVAILABLE,Unavailable,249,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,948,true,Port Macquarie International Airport,null,null,,Port Macquarie International Airport,null,152.8662;-31.4321,false,NA,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	14	000 Kenworth Fuel Truck	,Point,152.8662;-31.4321
,Feature,2022-07-26,AVAILABLE,Available,827,true,Merton Road	 Fernside	 New Zealand,null,null,,Merton Road	 Fernside	 New Zealand,null,172.5426;-43.2879,false,NA,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,172.5426;-43.2879
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,1907,false,Toowoomba,null,null,,Toowoomba,null,151.9507;-27.5598,false,ABD,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	High Density passenger	,Point,151.9507;-27.5598
,Feature,2022-07-26,AVAILABLE,Available,828,true,300 Woodbank Road,null,null,,300 Woodbank Road,null,172.7873;-42.5294,false,NA,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,172.7873;-42.5294
,Feature,2022-07-26,AVAILABLE,Available,709,true,Omaka Aerodrome,null,null,,Omaka Aerodrome,null,173.9233;-41.5401,false,NA,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	2000ltr fuel cell on back of truck	,Point,173.9233;-41.5401
,Feature,2022-07-26,AVAILABLE,Available,20,false,Scarab Street,null,null,,Scarab Street,null,150.9938;-33.9183,false,ABD,null,1440,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Flood/Fire	 internal & external load	 passenger	 rescue	 winching configuration	,Point,150.9938;-33.9183
,Feature,2022-07-26,AVAILABLE,Available,21,false,Armidale Airport,null,null,,Armidale Airport,null,151.615;-30.5321,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	2	000 litre trailer	OR	5	000 litre trailer	OR	18	500 litre tanker	OR	19	000 litre tanker	,Point,151.615;-30.5321
,Feature,2022-07-26,LIMITED,Available (Limited),22,false,Casino Airport,null,null,,Casino Airport,null,153.0524;-28.8783,false,,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	utility restricted	,Point,153.0524;-28.8783
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,26,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,UNAVAILABLE,Unavailable,371,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,UNAVAILABLE,Unavailable,130,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,Unavailable:	Aircraft no longer available	,Point,
,Feature,2022-07-26,AVAILABLE,Available,852,true,Waimea Highway	 Riversdale	 New Zealand,null,null,,Waimea Highway	 Riversdale	 New Zealand,null,168.7782;-45.9302,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,168.7782;-45.9302
,Feature,2022-07-26,AVAILABLE,Available,610,true,2 Hope St,null,null,,2 Hope St,null,151.0774;-33.8998,false,NA,null,480,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Drum truck - require prior notice to fill and load drums	Configuration:	Drum truck	,Point,151.0774;-33.8998
,Feature,2022-07-26,AVAILABLE,Available,254,false,,null,null,,,null,,false,,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Bombing	,Point,
,Feature,2022-07-26,AVAILABLE,Available,256,false,,null,null,,,null,,false,,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Bambi Bucket	Configuration:	Bucketing	 Mapping	 Air Attack	,Point,
,Feature,2022-07-26,AVAILABLE,Available,1917,false,Moffat Road,null,null,,Moffat Road,null,148.166;-23.4925,false,ABD,null,1440,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	NAFC Compliant Gen 2 door	,Point,148.166;-23.4925
,Feature,2022-07-26,AVAILABLE,Available,1913,false,Emerald,null,null,,Emerald,null,148.1646;-23.5273,false,ABD,null,1440,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	2100 liter payload	Configuration:	Ag door	,Point,148.1646;-23.5273
,Feature,2022-07-26,UNAVAILABLE,Unavailable,30,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,UNAVAILABLE,Unavailable,31,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,UNAVAILABLE,Unavailable,33,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,34,false,419 Quia Road,null,null,,419 Quia Road,null,150.1825;-30.979,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	fireboss	,Point,150.1825;-30.979
,Feature,2022-07-26,UNAVAILABLE,Unavailable,37,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,Unavailable:	Helicopter on Ground risk insurance only however can be available at short notice	,Point,
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,381,false,Precision Helicopters,null,null,,Precision Helicopters,null,153.1155;-30.3153,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,153.1155;-30.3153
,Feature,2022-07-26,LIMITED,Available (Limited),960,true,Albury,null,null,,Albury,null,146.9135;-36.0737,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,146.9135;-36.0737
,Feature,2022-06-27,STANDBY,Standby,387,false,Batchelor Aerodrome,null,null,,Batchelor Aerodrome,395,131.0283;-13.0558,false,BD,BD,15,15,null,null,NT,null,,null,Duty Pilot,1stresponse@aerotech.net.au,+61407160504,,,null,5228,false,,,,,Point,131.0283;-13.0558
,Feature,2022-07-26,AVAILABLE,Available,844,true,26 Hawke Drive,null,null,,26 Hawke Drive,null,174.0464;-35.2827,false,NA,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,174.0464;-35.2827
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,845,true,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,147,false,Moorabbin Airport,null,null,,Moorabbin Airport,null,145.0947;-37.9761,false,BD,null,720,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	AIG	 Charter	,Point,145.0947;-37.9761
