id,entityID,url,airframe,make,model,category,categoryReadable,imei,icaoCode,profilePhotoBig,profilePhotoSmall,callsign,registration,waterCapacity,hasFoamSuppresant,foamCapacity,hasGelSuppresant,gelCapacity,engineType,numEngines,engineMake,engineModel,fuelType,landingGear,mtow,countryOfRegistration,registrationStatus,serialNumber,coaCategory,canFirebomb,firebombingType,firebombingMakeAndModel,splitLoadMultiDrop,hasFirebombingBackup,firebombingBackupType,firebombingBackupCapacity,firebombingBackupMakeAndModel,hasIntelGathering,fuelConsumptionRate,canWinch,operatingSpeed,seats,id,url,entityID,name,registeredName,telephone,operationalContact,email,name,.aircraft[].serviceRoles[].approvedBy[],.aircraft[].approvedByAgencies[],.aircraft[].jurisdictions[],warnings,change,.aircraft[].capabilities[],id,name,jurisdiction,id,name,jurisdiction,name,.aircraft[].serviceRoles[]
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - General Cargo,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Firebombing,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sling Load - Long Line,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sling Load - Short Line,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Firebombing,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sling Load - Long Line,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Firebombing,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aerial Application - Spraying and Spreading,,,,,,,17,VIC - DELWP,VIC,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animal Control - Aerial Baiting,,,,,,,17,VIC - DELWP,VIC,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - Fire & Emergency Crew,,,,,,,17,VIC - DELWP,VIC,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - Passenger - Low Capacity,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - General Cargo,,,,,,,17,VIC - DELWP,VIC,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - General Cargo,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - Passenger - Low Capacity,,,,,,,17,VIC - DELWP,VIC,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - Fire & Emergency Crew,,,,,,,17,VIC - DELWP,VIC,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Airwork - Other,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Detection,,,,,,,17,VIC - DELWP,VIC,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Firebombing,,,,,,,17,VIC - DELWP,VIC,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air Attack Supervision,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Observation,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Mapping,,,,,,,17,VIC - DELWP,VIC,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aerial Ignition - Drip Torch,,,,,,,17,VIC - DELWP,VIC,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aerial Ignition - Incendiaries - Machine,,,,,,,17,VIC - DELWP,VIC,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sling Load - Short Line,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sling Load - Long Line,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Observation - Tech Aided,,,,,,,17,VIC - DELWP,VIC,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animal Control - Aerial Baiting,,,,,,,17,VIC - DELWP,VIC,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animal Control - Aerial Shooting,,,,,,,17,VIC - DELWP,VIC,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aerial Application - Spraying and Spreading,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sling Load - Long Line,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Firebombing,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aerial Application - Spraying and Spreading,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animal Control - Aerial Baiting,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Firebombing,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Detection,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animal Control - Aerial Shooting,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animal Control - Aerial Baiting,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sling Load - Long Line,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sling Load - Short Line,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - Passenger - Low Capacity,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - General Cargo,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - Fire & Emergency Crew,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Observation,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air Attack Supervision,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Firebombing,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Airwork - Other,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - Fire & Emergency Crew,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - General Cargo,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - Passenger - Low Capacity,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Airwork - Other,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animal Control - Aerial Shooting,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Detection,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Airwork - Other,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Observation,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winching,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rappelling,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rescue - Winching,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - Fire & Emergency Crew,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - General Cargo,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - Passenger - Low Capacity,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sling Load - Short Line,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animal Control - Aerial Baiting,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - General Cargo,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sling Load - Short Line,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - Passenger - Low Capacity,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Detection,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Airwork - Other,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Observation,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winching,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rappelling,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rescue - Winching,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - Fire & Emergency Crew,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - General Cargo,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - Fire & Emergency Crew,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - Passenger - Low Capacity,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animal Control - Aerial Baiting,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Airwork - Other,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Firebombing,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aerial Application - Spraying and Spreading,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Firebombing,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Airwork - Other,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sling Load - Long Line,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sling Load - Short Line,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Firebombing,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sling Load - Long Line,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - General Cargo,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Detection,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Airwork - Other,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Observation,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Mapping,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - Fire & Emergency Crew,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Observation - Tech Aided,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Airwork - Other,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Detection,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air Attack Supervision,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Observation,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Mapping,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - Fire & Emergency Crew,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - General Cargo,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - Passenger - Low Capacity,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Observation - Tech Aided,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Detection,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Airwork - Other,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air Attack Supervision,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Observation,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Mapping,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - Fire & Emergency Crew,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air Attack Supervision,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Mapping,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - Fire & Emergency Crew,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - General Cargo,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - Passenger - Low Capacity,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sling Load - Short Line,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sling Load - Long Line,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Detection,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Firebombing,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Observation,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sling Load - Short Line,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Detection,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Airwork - Other,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Firebombing,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air Attack Supervision,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Observation,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Mapping,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - Fire & Emergency Crew,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - General Cargo,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - Passenger - Low Capacity,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aerial Ignition - Incendiaries - Machine,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aerial Ignition - Incendiaries - Manual,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sling Load - Long Line,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Observation - Tech Aided,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animal Control - Aerial Baiting,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animal Control - Aerial Shooting,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aerial Application - Spraying and Spreading,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aerial Ignition - Drip Torch,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animal Control - Aerial Shooting,,,,,,,17,VIC - DELWP,VIC,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animal Control - Aerial Baiting,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Observation - Tech Aided,,,,,,,17,VIC - DELWP,VIC,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sling Load - Long Line,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sling Load - Short Line,,,,,,,17,VIC - DELWP,VIC,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aerial Ignition - Incendiaries - Manual,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Firebombing,,,,,,,17,VIC - DELWP,VIC,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air Attack Supervision,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Observation,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Mapping,,,,,,,17,VIC - DELWP,VIC,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - Fire & Emergency Crew,,,,,,,17,VIC - DELWP,VIC,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - General Cargo,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transport - Passenger - Low Capacity,,,,,,,17,VIC - DELWP,VIC,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aerial Ignition - Incendiaries - Machine,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incident Detection,,,,,,,1,NSW - RFS,NSW,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Airwork - Other,,,,,,,17,VIC - DELWP,VIC,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Firebombing,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animal Control - Aerial Baiting,,,,,,,27,NZ - FENZ,NZ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sling Load - Short Line,,,,,,,27,NZ - FENZ,NZ,,,,,
