type,type,type,.features[].geometry.coordinates[],imei,url,assetType,assetRegistration,transmitted,received,speed,track,events
,Feature,Point,145.0928;-37.9721;24,300234064320370,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234064320370?geojson=true,HELICOPTER,FB309 (VH-KXX),2020-09-09T10:40:30+1000,2020-09-09T10:40:48+1000,0,0,EVT_STANDARD
,Feature,Point,149.0489;-32.9237;557,300434063450010,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063450010?geojson=true,HELICOPTER,FB258 VH-LZH Eagle Heli,2020-12-22T09:14:36+1100,2020-12-22T09:14:40+1100,0,0,EVT_STARTUP
,Feature,Point,151.9198;-27.5448;646,300234065228900,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234065228900?geojson=true,FIXED_WING,FIREBOSS B716 (VH-IWU) R&M Aircraft,2021-10-30T07:56:12+1100,2021-10-30T07:57:35+1100,0,0,EVT_STANDARD
,Feature,Point,145.0929;-37.9729;-73,300234061510400,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234061510400?geojson=true,HELICOPTER,FB325 (VH-ZXX) Microflite,2020-05-04T11:49:30+1000,2020-05-04T11:51:50+1000,3,320,EVT_STANDARD
,Feature,Point,145.9834;-36.9758;375,300034013834770,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034013834770?geojson=true,HELICOPTER,FB311 VH-UAS Paton Air Helicopters,2021-11-23T14:04:40+1100,2021-11-23T14:05:35+1100,46,54,EVT_STANDARD
,Feature,Point,145.0927;-37.9724;20,300234066889440,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234066889440?geojson=true,HELICOPTER,FB100 (VH-XXU) Microflite,2020-07-10T12:12:32+1000,2020-07-10T12:13:26+1000,0,0,EVT_STANDARD
,Feature,Point,146.7716;-19.2533;18,300234061688610,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234061688610?geojson=true,HELICOPTER,FB446 VH-ZVX Nautilus Aviation,2021-01-04T15:59:50+1100,2021-01-04T16:00:29+1100,0,0,EVT_STANDARD
,Feature,Point,140.786;-37.7428;68,300234061810580,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234061810580?geojson=true,HELICOPTER,FB510 VH-SGK Helifarm,2021-02-18T10:42:30+1100,2021-02-18T10:42:42+1100,0,0,EVT_STANDARD
,Feature,Point,145.0944;-37.9798;27,300234062253710,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234062253710?geojson=true,HELICOPTER,FB302 VH-SCO - PHS,2021-10-04T10:55:00+1100,2021-10-04T10:55:36+1100,0,0,EVT_STANDARD
,Feature,Point,149.6162;-32.5618;424,300234064323350,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234064323350?geojson=true,FIXED_WING,FIREBOSS B717 (VH-NWU) R&M Aircraft,2021-11-12T10:32:48+1100,2021-11-12T10:33:03+1100,0,0,EVT_STANDARD
,Feature,Point,148.1817;-23.4929;203,300234060310060,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060310060?geojson=true,FIXED_WING,B595 VH-OUY Aerotech,2021-06-09T17:20:57+1000,2021-06-09T17:21:08+1000,1,290,EVT_STANDARD
,Feature,Point,149.8793;-27.3459;295,300434062926540,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062926540?geojson=true,FIXED_WING,B427 - VH-BQE - Precision Aerial,2021-12-31T21:14:09+1100,2021-12-31T21:14:12+1100,0,0,EVT_SHUTDOWN
,Feature,Point,153.115;-30.3152;15,H17000013,https://arena.nafc.org.au/tracking/api/ext/currentLocations/H17000013?geojson=true,HELICOPTER,HT296 VH-UEC - EPS Helicopter Services,2022-07-26T11:50:54+1000,2022-07-26T11:51:21+1000,0,0,EVT_SCHEDULED
,Feature,Point,150.1827;-30.9733;313,300034012994390,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034012994390?geojson=true,FIXED_WING,B288 VH-XAT Kennedy Air +FIREBOSS+,2020-02-07T13:44:15+1100,2020-02-07T13:44:28+1100,4,287,EVT_STANDARD
,Feature,Point,150.9942;-33.9182;30,300025010009550,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300025010009550?geojson=true,HELICOPTER,HT272 VH-LUE HeliTreck,2020-02-05T07:57:09+1100,2020-02-05T07:58:40+1100,0,288,EVT_INFLIGHT
,Feature,Point,147.507;-42.8386;17,300434062780450,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062780450?geojson=true,HELICOPTER,VH-XCW (FB700),2020-07-23T09:17:07+1000,2020-07-23T09:17:16+1000,0,0,EVT_SHUTDOWN
,Feature,Point,145.1815;-36.8988;142,AC:FD:EC:C5:5E:85,https://arena.nafc.org.au/tracking/api/ext/currentLocations/AC:FD:EC:C5:5E:85?geojson=true,VEHICLE,Refueller HT334 Kestrel Aviation,2020-03-25T17:53:29+1100,2020-03-25T17:53:29+1100,0,0,EVT_STANDARD
,Feature,Point,150.9898;-33.9183;15,B14000058,https://arena.nafc.org.au/tracking/api/ext/currentLocations/B14000058?geojson=true,HELICOPTER,PKAR03,2017-07-25T15:22:42+1000,2017-07-25T15:22:53+1000,0,0,EVT_SCHEDULED
,Feature,Point,146.047;-42.7695;320,M13000074,https://arena.nafc.org.au/tracking/api/ext/currentLocations/M13000074?geojson=true,HELICOPTER,FB704 VH-UUF Helicopter Resources,2020-01-10T15:24:05+1100,2020-01-10T15:25:15+1100,0,0,EVT_STARTUP
,Feature,Point,149.8763;-29.3979;209,300234060604710,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060604710?geojson=true,VEHICLE,CA24AW Aircair Kenworth T408,2021-11-09T18:04:33+1100,2021-11-09T18:04:45+1100,11,280,EVT_STANDARD
,Feature,Point,150.1467;-35.9008;7,300234067406680,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234067406680?geojson=true,FIXED_WING,B455 VH-XAJ Kennedy Air +FIREBOSS+,2020-01-03T16:53:36+1100,2020-01-03T16:53:48+1100,0,162,EVT_STANDARD
,Feature,Point,146.9129;-35.9068;222,300034013005510,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034013005510?geojson=true,VEHICLE,Fuel Truck 1 Hino Forest Air,2020-09-20T07:52:22+1000,2020-09-20T07:52:33+1000,1,52,EVT_DISTRESS
,Feature,Point,151.0771;-33.9007;18,300234064770700,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234064770700?geojson=true,VEHICLE,D3024-XV46FC Aero Refuellers,2020-02-07T10:45:00+1100,2020-02-07T10:47:18+1100,0,0,EVT_STANDARD
,Feature,Point,131.0297;-13.0576;113,300234064227430,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234064227430?geojson=true,FIXED_WING,B885 VH-ODQ (NTM DV)- XO Aviation,2021-11-25T10:07:15+1100,2021-11-25T10:07:25+1100,70,318,EVT_LANDING
,Feature,Point,153.4726;-28.5735;312,300434063863070,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063863070?geojson=true,HELICOPTER,FB226 VH-IHC AIR T&G,2022-07-26T13:16:00+1000,2022-07-26T13:16:15+1000,75,267,EVT_STANDARD
,Feature,Point,131.0346;-13.055;104,300234063180160,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234063180160?geojson=true,FIXED_WING,B882  VH-ZBI - XO Aviation,2021-03-30T16:04:58+1100,2021-03-30T16:05:14+1100,0,0,EVT_ENGINEOFF
,Feature,Point,152.0753;-32.7275;0,300234065364640,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234065364640?geojson=true,HELICOPTER,HT297 VH-VRC Skyhook,2020-10-15T10:26:31+1100,2020-10-15T10:27:11+1100,0,0,EVT_DROP_STOP
,Feature,Point,131.0346;-13.0553;112,300234063185180,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234063185180?geojson=true,FIXED_WING,B885 VH-ODQ - XO Aviation,2021-08-06T13:23:18+1000,2021-08-06T13:23:35+1000,0,121,EVT_ENGINEOFF
,Feature,Point,138.4223;-30.5976;257,300234062550990,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234062550990?geojson=true,HELICOPTER,FB301 VH-BLA - PHS,2018-03-13T14:39:23+1100,2018-03-13T14:39:28+1100,0,266,EVT_STANDARD
,Feature,Point,148.6518;-33.8464;320,300234011372000,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234011372000?geojson=true,FIXED_WING,B225 VH-FHA Fred Fahey,2020-11-13T12:11:41+1100,2020-11-13T12:12:45+1100,1,186,EVT_STANDARD
,Feature,Point,145.0944;-37.9792;17,300234010053910,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234010053910?geojson=true,HELICOPTER,FB314 VH-VCZ PHS,2020-04-06T14:26:30+1000,2020-04-06T14:26:47+1000,0,22,EVT_STANDARD
,Feature,Point,168.9272;-44.6337;321,300434063110860,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063110860?geojson=true,HELICOPTER,ZK-HGR,2022-07-26T06:35:12+1000,2022-07-26T06:35:24+1000,0,0,EVT_SHUTDOWN
,Feature,Point,150.9933;-33.9172;25,F17000054,https://arena.nafc.org.au/tracking/api/ext/currentLocations/F17000054?geojson=true,HELICOPTER,HT202 VH-VRQ NSW RFS,2022-07-26T13:13:07+1000,2022-07-26T13:14:38+1000,0,0,EVT_STARTUP
,Feature,Point,148.5685;-32.2175;334,300234064234750,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234064234750?geojson=true,FIXED_WING,FS290 VH-HXI Thomas Aviation,2020-07-23T10:33:00+1000,2020-07-23T10:37:51+1000,0,0,EVT_STARTUP
,Feature,Point,141.8134;-27.3995;117,300234067848490,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234067848490?geojson=true,HELICOPTER,VH-EHY,2020-03-04T16:30:00+1100,2020-03-04T16:30:22+1100,0,0,EVT_STANDARD
,Feature,Point,138.8772;-34.603;205,300234061422460,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234061422460?geojson=true,VEHICLE,AO R2 Air Spt Car 1,2020-10-11T19:11:56+1100,2020-10-11T19:12:10+1100,0,0,EVT_STANDARD
,Feature,Point,145.1811;-36.8987;143,60:30:D4:95:D0:3A,https://arena.nafc.org.au/tracking/api/ext/currentLocations/60:30:D4:95:D0:3A?geojson=true,VEHICLE,Refueller HT341 Kestrel Aviation,2021-02-24T19:31:16+1100,2021-02-24T19:31:16+1100,0,282,EVT_STOPPED
,Feature,Point,149.8504;-29.4947;218,300234061473770,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234061473770?geojson=true,FIXED_WING,FIREBOSS B718 (VH-AWU) R&M Aircraft,2022-05-06T14:35:10+1000,2022-05-06T14:35:17+1000,0,338,EVT_STANDARD
,Feature,Point,150.9138;-33.561;34,300434063201880,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063201880?geojson=true,HELICOPTER,HT258 VH-OXU NSW Helicopters SUPER HUEY II (loan),2019-12-23T16:37:41+1100,2019-12-23T16:37:45+1100,0,0,EVT_SHUTDOWN
,Feature,Point,149.4546;-29.6723;170,300234060607700,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060607700?geojson=true,HEARTBEAT,NAA2100010,2020-02-27T07:55:58+1100,2020-02-27T07:56:06+1100,0,0,EVT_STANDARD
,Feature,Point,150.4983;-34.3433;864,300234011279790,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234011279790?geojson=true,HELICOPTER,FB297 VH-ANC Precision,2019-12-23T18:00:35+1100,2019-12-23T18:00:55+1100,89,179,EVT_STANDARD
,Feature,Point,149.9502;-27.3783;277,300234060702980,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060702980?geojson=true,VEHICLE,323 SEK,2020-12-09T13:39:21+1100,2020-12-09T13:39:47+1100,90,299,EVT_STANDARD
,Feature,Point,148.6527;-33.8473;28,300234067137930,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234067137930?geojson=true,FIXED_WING,B222 VH-FEP Fred Fahey,2022-06-27T10:12:33+1000,2022-07-11T15:51:49+1000,0,0,EVT_STARTUP
,Feature,Point,151.9147;-27.5435;644,300234060608690,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060608690?geojson=true,FIXED_WING,B425 - VH-ZRO - Precision Aerial,2020-12-08T09:27:29+1100,2020-12-08T09:27:41+1100,0,0,EVT_STANDARD
,Feature,Point,140.1977;-28.1008;30,300234065138230,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234065138230?geojson=true,HELICOPTER,VH-LHP,2019-11-05T23:34:50+1100,2019-11-05T23:35:41+1100,0,0,EVT_STANDARD
,Feature,Point,145.7517;-16.888;-8,300234064323140,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234064323140?geojson=true,HELICOPTER,FB431 VH-ZVO Nautilus Aviation,2020-02-13T10:05:30+1100,2020-02-13T10:06:00+1100,0,0,EVT_STANDARD
,Feature,Point,145.093;-37.9721;21,300234060460220,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060460220?geojson=true,HELICOPTER,FB324 (VH-JBQ),2020-10-21T12:36:00+1100,2020-10-21T12:36:43+1100,0,0,EVT_STANDARD
,Feature,Point,150.79;-34.5593;33,300234062025000,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234062025000?geojson=true,HELICOPTER,HT229 VH-OXI - Touchdown Helicopters,2022-07-24T10:14:00+1000,2022-07-24T10:14:28+1000,0,0,EVT_STANDARD
,Feature,Point,147.5008;-42.8387;15,300234067847530,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234067847530?geojson=true,HELICOPTER,FB417 VH-XBO,2020-01-13T20:26:11+1100,2020-01-13T20:26:35+1100,0,0,EVT_STANDARD
,Feature,Point,145.9571;-41.7715;1001,300434066713750,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434066713750?geojson=true,HELICOPTER,FB745 VH-ZGT Tasmanian Helicopters,2022-07-26T13:16:30+1000,2022-07-26T13:16:57+1000,0,0,EVT_STANDARD
,Feature,Point,153.5545;-28.8378;13,300234010158500,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234010158500?geojson=true,HELICOPTER,FB226 VH-IHC AIR T&G,2020-05-05T16:05:10+1000,2020-05-05T16:05:50+1000,0,0,EVT_STANDARD
,Feature,Point,138.6351;-34.7867;86,300234064225400,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234064225400?geojson=true,FIXED_WING,B580 VH-ODX Aerotech,2021-10-12T13:58:12+1100,2021-10-12T13:59:10+1100,0,356,EVT_ENGINEON
,Feature,Point,148.0343;-21.9989;253,300434063354740,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063354740?geojson=true,HELICOPTER,FB424 VH-WEB Calibre Aviation,2022-03-12T10:05:30+1100,2022-03-12T10:05:36+1100,0,0,EVT_SHUTDOWN
,Feature,Point,149.9458;-27.3372;323,300234063836480,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234063836480?geojson=true,FIXED_WING,B426 - VH-NFY - Precision Aerial,2021-12-05T13:38:05+1100,2021-12-05T13:38:21+1100,233,56,EVT_STANDARD
,Feature,Point,149.6165;-32.5621;477,300234060255520,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060255520?geojson=true,FIXED_WING,B410 VH-ZED R&M Aircraft,2020-01-26T16:50:36+1100,2020-01-26T16:51:06+1100,0,30,EVT_STANDARD
,Feature,Point,138.6344;-34.7864;16,300234064224290,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234064224290?geojson=true,FIXED_WING,B581 VH-OUF Aerotech,2021-11-01T18:51:00+1100,2021-11-01T18:51:13+1100,0,216,EVT_ENGINEOFF
,Feature,Point,149.7703;-30.2579;230,300234062811810,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234062811810?geojson=true,FIXED_WING,B274 VH-EDG - Aircair Aviation,2020-01-22T05:41:20+1100,2020-01-22T05:41:24+1100,0,188,EVT_STANDARD
,Feature,Point,145.1804;-36.8991;135,D18000027,https://arena.nafc.org.au/tracking/api/ext/currentLocations/D18000027?geojson=true,HELICOPTER,HT366 VH-NSY Kestrel Aviation,2021-12-31T08:56:42+1100,2021-12-31T08:57:48+1100,0,0,EVT_STARTUP
,Feature,Point,145.1808;-36.8988;145,H15000150,https://arena.nafc.org.au/tracking/api/ext/currentLocations/H15000150?geojson=true,HELICOPTER,HT344 VH-KHY Kestrel Aviation,2022-01-20T17:18:14+1100,2022-01-20T17:18:18+1100,0,0,EVT_ENGINEOFF
,Feature,Point,146.9123;-35.9072;200,300434063016500,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063016500?geojson=true,HELICOPTER,FB264 VH-HKB Forest Air,2021-07-23T13:19:24+1000,2021-07-23T13:21:11+1000,1,0,EVT_SHUTDOWN
,Feature,Point,128.7136;-15.7835;44,300434066004750,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434066004750?geojson=true,FIXED_WING,FS555 VH-TWX,2022-07-26T10:53:23+1000,2022-07-26T10:53:50+1000,0,0,EVT_SHUTDOWN
,Feature,Point,150.8961;-34.4399;9,300234062907190,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234062907190?geojson=true,HELICOPTER,HT223 VH-OXE - Touchdown Helicopters,2022-07-26T10:08:30+1000,2022-07-26T10:08:53+1000,0,0,EVT_STANDARD
,Feature,Point,176.6825;-39.7597;100,300234067947750,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234067947750?geojson=true,HELICOPTER,ZK-IJG,2022-04-01T07:53:21+1100,2022-04-01T07:54:52+1100,0,208,EVT_STANDARD
,Feature,Point,168.9271;-44.6337;328,300434063118800,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063118800?geojson=true,HELICOPTER,ZK-HJS,2021-09-23T15:24:57+1000,2021-09-23T15:26:35+1000,0,0,EVT_SHUTDOWN
,Feature,Point,144.914;-37.8081;16,300125010006560,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300125010006560?geojson=true,HELICOPTER,HT348 N161CG Coulson Aircrane,2021-03-01T11:31:03+1100,2021-03-01T11:32:08+1100,0,288,EVT_SHUTDOWN
,Feature,Point,174.975;-37.0326;45,I17000100,https://arena.nafc.org.au/tracking/api/ext/currentLocations/I17000100?geojson=true,HELICOPTER,ZK-IWS,2022-07-07T15:15:38+1000,2022-07-07T15:15:45+1000,0,0,EVT_SCHEDULED
,Feature,Point,-122.7647;45.2583;63,300224010844660,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300224010844660?geojson=true,HELICOPTER,HT290 P2 CHY - Old,2021-02-06T08:34:19+1100,2021-02-06T08:35:22+1100,0,154,EVT_STANDARD
,Feature,Point,150.6872;-34.0399;77,300434063287410,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063287410?geojson=true,HELICOPTER,HT267 VH-UAN United Aero,2022-07-17T14:55:24+1000,2022-07-17T14:55:31+1000,0,0,EVT_SHUTDOWN
,Feature,Point,145.0926;-37.9727;3,300234066889420,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234066889420?geojson=true,HELICOPTER,FB306 (VH-ECP),2020-09-17T16:16:29+1000,2020-09-17T16:20:24+1000,0,0,EVT_STANDARD
,Feature,Point,147.5069;-42.8388;10,K08217278,https://arena.nafc.org.au/tracking/api/ext/currentLocations/K08217278?geojson=true,HELICOPTER,VH-BAA (FB722),2022-05-12T14:08:57+1000,2022-05-12T14:09:05+1000,0,137,EVT_SCHEDULED
,Feature,Point,150.7865;-33.6044;25,L18000004,https://arena.nafc.org.au/tracking/api/ext/currentLocations/L18000004?geojson=true,FIXED_WING,FS201 VH-VJO NSW RFS,2022-07-26T11:49:14+1000,2022-07-26T11:49:34+1000,33,287,EVT_SCHEDULED
,Feature,Point,170.3629;-45.862;28,300434063774240,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063774240?geojson=true,HELICOPTER,ZK-ITL,2022-06-23T09:53:12+1000,2022-06-23T09:53:19+1000,0,0,EVT_SHUTDOWN
,Feature,Point,152.9117;-26.3987;99,300434062796830,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062796830?geojson=true,HELICOPTER,HT439 N365JA McDermott,2022-07-20T10:08:32+1000,2022-07-20T10:09:09+1000,0,0,EVT_SHUTDOWN
,Feature,Point,168.7373;-45.0237;361,300434063532190,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063532190?geojson=true,HELICOPTER,ZK-IDB,2022-07-25T14:53:38+1000,2022-07-25T14:53:47+1000,0,0,EVT_SHUTDOWN
,Feature,Point,145.1815;-36.8989;160,H15000149,https://arena.nafc.org.au/tracking/api/ext/currentLocations/H15000149?geojson=true,HELICOPTER,HT333 VH-KHW Kestrel Aviation,2022-07-12T13:26:02+1000,2022-07-12T13:26:09+1000,0,0,EVT_SCHEDULED
,Feature,Point,139.3507;-25.8986;40,300434066914310,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434066914310?geojson=true,FIXED_WING,VH-JGU,2022-07-26T12:50:00+1000,2022-07-26T12:50:37+1000,0,0,EVT_STANDARD
,Feature,Point,149.0864;-33.3513;966,300234061513290,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234061513290?geojson=true,HELICOPTER,VH-UOA,2020-12-02T18:43:00+1100,2020-12-02T18:43:27+1100,0,0,EVT_STANDARD
,Feature,Point,145.0932;-37.9724;26,300234064322370,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234064322370?geojson=true,HELICOPTER,FB304 (VH-PXX),2020-10-20T14:35:30+1100,2020-10-20T14:35:46+1100,0,0,EVT_STANDARD
,Feature,Point,171.1601;-44.2059;148,300434066913270,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434066913270?geojson=true,HELICOPTER,ZK-HMG,2022-07-23T10:22:23+1000,2022-07-23T10:22:31+1000,0,0,EVT_SHUTDOWN
,Feature,Point,150.995;-33.9176;24,300234066858220,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234066858220?geojson=true,HELICOPTER,HT418 VH-SMI McDermott DV,2022-06-25T15:40:33+1000,2022-06-25T15:40:41+1000,0,58,EVT_STANDARD
,Feature,Point,167.7405;-45.4159;241,300434063327410,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063327410?geojson=true,HELICOPTER,ZK-IFX,2022-07-25T13:56:14+1000,2022-07-25T13:56:35+1000,0,0,EVT_SHUTDOWN
,Feature,Point,145.1814;-36.8989;96,B8:F1:2A:3F:3F:1F,https://arena.nafc.org.au/tracking/api/ext/currentLocations/B8:F1:2A:3F:3F:1F?geojson=true,VEHICLE,Refueller HT334 Kestrel Aviation,2021-03-17T10:40:35+1100,2021-03-17T10:40:35+1100,0,0,EVT_CHECKIN
,Feature,Point,147.8592;-43.1044;-80,300434066712750,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434066712750?geojson=true,HELICOPTER,Aerospatiale Gazelle - N341ZL,2022-06-15T11:34:37+1000,2022-06-15T11:34:45+1000,0,0,EVT_SHUTDOWN
,Feature,Point,141.3738;-32.8539;72,300034013304450,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034013304450?geojson=true,VEHICLE,x CAB 3 Fuel Truck 19	000 VOLVO,2022-07-26T12:57:29+1000,2022-07-26T12:57:32+1000,54,99,EVT_STANDARD
,Feature,Point,150.9945;-33.9183;-394,300434062688580,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062688580?geojson=true,HELICOPTER,FB291 VH-YAM United Aero,2022-03-28T11:53:15+1100,2022-03-28T11:53:43+1100,1,0,EVT_STANDARD
,Feature,Point,145.0944;-37.9798;23,300234062894850,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234062894850?geojson=true,HELICOPTER,FB318 VH-PHN PHS,2022-07-22T16:05:20+1000,2022-07-22T16:05:52+1000,0,0,EVT_STANDARD
,Feature,Point,168.7415;-45.0245;363,300434063118750,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063118750?geojson=true,HELICOPTER,ZK-IUP,2022-07-25T14:18:28+1000,2022-07-25T14:18:36+1000,0,0,EVT_SHUTDOWN
,Feature,Point,150.989;-33.9191;15,F19000006,https://arena.nafc.org.au/tracking/api/ext/currentLocations/F19000006?geojson=true,HELICOPTER,HT204 VH-VJF NSW RFS,2022-07-25T20:06:36+1000,2022-07-25T20:07:22+1000,0,0,EVT_STARTUP
,Feature,Point,151.0687;-33.8806;74,300234063780700,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234063780700?geojson=true,VEHICLE,FFA1-XN 07 KD - Aero Refuellers,2020-02-28T08:00:05+1100,2020-02-28T08:00:44+1100,0,0,EVT_STANDARD
,Feature,Point,144.9509;-35.5542;100,300234064229250,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234064229250?geojson=true,FIXED_WING,B362 VH-FZX Field Air (AT-802AF),2022-07-05T12:15:06+1000,2022-07-05T12:15:13+1000,0,256,EVT_ENGINEOFF
,Feature,Point,115.884;-32.0908;44,300434062095390,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062095390?geojson=true,HELICOPTER,FB701 VH-HRD Helicopter Resources,2021-10-29T19:01:02+1100,2021-10-29T19:01:12+1100,0,0,EVT_SHUTDOWN
,Feature,Point,171.219;-43.3046;616,300434063114760,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063114760?geojson=true,HELICOPTER,ZK-HNQ,2022-07-24T12:47:36+1000,2022-07-24T12:47:47+1000,0,0,EVT_SHUTDOWN
,Feature,Point,141.8131;-27.399;110,300434062780260,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062780260?geojson=true,HELICOPTER,VH-HOK Aerotech,2022-01-19T14:27:30+1100,2022-01-19T14:30:08+1100,0,0,EVT_SHUTDOWN
,Feature,Point,145.0929;-37.9724;35,300234060016220,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060016220?geojson=true,HELICOPTER,LS30 (VH-VJB),2020-09-15T14:42:30+1000,2020-09-15T14:42:53+1000,0,0,EVT_STANDARD
,Feature,Point,-116.1624;33.6348;-31,300125010220280,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300125010220280?geojson=true,FIXED_WING,B137 N137CG Coulson Aviation,2022-04-26T02:44:05+1000,2022-04-26T02:45:12+1000,0,0,EVT_SHUTDOWN
,Feature,Point,168.738;-45.0246;363,300434063111310,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063111310?geojson=true,HELICOPTER,ZK-IDT,2022-07-25T15:17:42+1000,2022-07-25T15:17:48+1000,0,0,EVT_SHUTDOWN
,Feature,Point,168.738;-45.0246;362,300434063649870,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063649870?geojson=true,HELICOPTER,ZK-ILO,2022-07-25T14:47:30+1000,2022-07-25T14:47:39+1000,0,0,EVT_STANDARD
,Feature,Point,148.1793;-23.4932;173,300234068663480,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234068663480?geojson=true,FIXED_WING,B858 VH-FZO CHAS,2022-03-14T10:33:55+1100,2022-03-14T10:38:05+1100,8,237,EVT_STANDARD
,Feature,Point,145.0928;-37.9723;32,300434063390370,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063390370?geojson=true,HELICOPTER,VH-IXX,2022-07-04T15:49:36+1000,2022-07-04T15:50:16+1000,0,0,EVT_SHUTDOWN
,Feature,Point,148.2422;-35.2706;257,300234010612150,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234010612150?geojson=true,HELICOPTER,FB295 VH-ZUY TrueNorth Helicopters,2020-07-09T11:27:40+1000,2020-07-09T11:28:26+1000,0,312,EVT_STANDARD
,Feature,Point,173.224;-41.2968;5,K08217290,https://arena.nafc.org.au/tracking/api/ext/currentLocations/K08217290?geojson=true,FIXED_WING,ZK-FDR,2022-07-26T11:59:57+1000,2022-07-26T12:00:06+1000,122,220,EVT_LANDING
